,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target
ID_8a0889456,ID_8a0889456,0.0,0,5,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,9,0.0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1d8693137,0,4,0,4,no,3,no,8.25,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,25,81,625,16,9,0,1.7777778999999998,0.0,68.0625,625,Non Vulnerable
ID_4cfbc4162,ID_4cfbc4162,0.0,0,5,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,15,0.0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1d8693137,0,4,0,4,no,3,no,8.25,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,27,225,729,16,9,0,1.7777778999999998,0.0,68.0625,729,Non Vulnerable
ID_a8b9fd83a,ID_a8b9fd83a,0.0,0,4,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,3,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,250fe3c92,0,2,0,2,no,4,no,3.5,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,62,9,3844,4,16,0,1.0,0.0,12.25,3844,Moderate Poverty
ID_c58564ef6,ID_c58564ef6,0.0,0,4,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,4,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,250fe3c92,0,2,0,2,no,4,no,3.5,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,63,16,3969,4,16,0,1.0,0.0,12.25,3969,Moderate Poverty
ID_c96c9bf9e,ID_c96c9bf9e,0.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,12,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,624283607,0,2,0,2,no,12,no,9.0,0,0,0,0,0,0,1,0,0,1,2.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,51,144,2601,4,144,0,4.0,0.0,81.0,2601,Non Vulnerable
ID_97734567e,ID_97734567e,0.0,0,3,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,624283607,0,2,0,2,no,12,no,9.0,0,0,1,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,49,36,2401,4,144,0,4.0,0.0,81.0,2401,Non Vulnerable
ID_b94213f74,ID_b94213f74,0.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,2,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40da67fbd,0,3,2,3,2,2,no,2.0,0,1,0,0,0,0,0,0,0,1,3.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,80,4,6400,9,4,0,9.0,4.0,4.0,6400,Extreme Poverty
ID_507e8db18,ID_507e8db18,0.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,4,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40da67fbd,0,3,2,3,2,2,no,2.0,0,1,0,0,0,0,0,0,0,1,3.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,70,16,4900,9,4,0,9.0,4.0,4.0,4900,Extreme Poverty
ID_08705caa3,ID_08705caa3,0.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,40da67fbd,0,3,2,3,2,2,no,2.0,1,0,0,0,0,0,0,0,0,1,3.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,45,0,2025,9,4,0,9.0,4.0,4.0,2025,Extreme Poverty
ID_0b3185aea,ID_0b3185aea,0.0,0,6,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0d314d239,0,2,2,2,8,6,no,6.0,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,79,36,6241,4,36,0,0.44444448,64.0,36.0,6241,Vulnerable
ID_6259ad37a,ID_6259ad37a,0.0,0,6,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0d314d239,0,2,2,2,8,6,no,6.0,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,78,36,6084,4,36,0,0.44444448,64.0,36.0,6084,Vulnerable
ID_939a7b529,ID_939a7b529,0.0,0,4,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,6,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5c9720da6,0,1,0,1,no,no,6,6.0,0,0,1,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,62,36,3844,1,0,0,0.25,0.0,36.0,3844,Non Vulnerable
ID_2401d0585,ID_2401d0585,0.0,0,6,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,7,0.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,dbb7a41d6,1,3,0,4,.33333334,6,no,10.333333,0,0,0,0,0,1,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,13,49,169,16,36,1,1.7777778999999998,0.11111112,106.77777,169,Non Vulnerable
ID_55742ddd4,ID_55742ddd4,0.0,0,6,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,6,0.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dbb7a41d6,1,3,0,4,.33333334,6,no,10.333333,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,57,36,3249,16,36,1,1.7777778999999998,0.11111112,106.77777,3249,Non Vulnerable
ID_adaaa7ea2,ID_adaaa7ea2,0.0,0,6,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,17,0.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,dbb7a41d6,1,3,0,4,.33333334,6,no,10.333333,0,0,0,0,0,0,0,0,1,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,52,289,2704,16,36,1,1.7777778999999998,0.11111112,106.77777,2704,Non Vulnerable
ID_7bf1c5e49,ID_7bf1c5e49,0.0,0,6,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,8,0.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,dbb7a41d6,1,3,0,4,.33333334,6,no,10.333333,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,22,64,484,16,36,1,1.7777778999999998,0.11111112,106.77777,484,Non Vulnerable
ID_8ed2512d1,ID_8ed2512d1,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87c829bed,0,2,0,2,no,6,no,8.5,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,63,36,3969,4,36,0,1.0,0.0,72.25,3969,Non Vulnerable
ID_e4879628f,ID_e4879628f,0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87c829bed,0,2,0,2,no,6,no,8.5,0,0,0,0,1,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,51,121,2601,4,36,0,1.0,0.0,72.25,2601,Non Vulnerable
ID_59d77d569,ID_59d77d569,0.0,0,6,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,3,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3cf35784f,1,3,0,4,.33333334,6,no,6.3333335,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,42,9,1764,16,36,1,1.7777778999999998,0.11111112,40.11111500000001,1764,Non Vulnerable
ID_af9403182,ID_af9403182,0.0,0,6,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,8,1.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3cf35784f,1,3,0,4,.33333334,6,no,6.3333335,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,16,64,256,16,36,1,1.7777778999999998,0.11111112,40.11111500000001,256,Non Vulnerable
ID_152f8cad0,ID_152f8cad0,0.0,0,6,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3cf35784f,1,3,0,4,.33333334,6,no,6.3333335,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,52,36,2704,16,36,1,1.7777778999999998,0.11111112,40.11111500000001,2704,Non Vulnerable
ID_e3d25cc62,ID_e3d25cc62,0.0,0,6,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,10,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3cf35784f,1,3,0,4,.33333334,6,no,6.3333335,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,27,100,729,16,36,1,1.7777778999999998,0.11111112,40.11111500000001,729,Non Vulnerable
ID_3701ca55e,ID_3701ca55e,0.0,0,4,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,17,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,d5b84a250,0,1,0,1,no,no,17,17.0,0,0,0,0,0,0,0,0,1,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,45,289,2025,1,0,0,0.25,0.0,289.0,2025,Non Vulnerable
ID_05f7ddbab,ID_05f7ddbab,0.0,0,4,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,9,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,62a87717a,2,2,0,4,yes,11,no,12.5,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,18,81,324,16,121,4,1.7777778999999998,1.0,156.25,324,Non Vulnerable
ID_279e77c3e,ID_279e77c3e,0.0,0,4,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,5,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62a87717a,2,2,0,4,yes,11,no,12.5,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,41,25,1681,16,121,4,1.7777778999999998,1.0,156.25,1681,Non Vulnerable
ID_7b1c23f5f,ID_7b1c23f5f,0.0,0,4,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62a87717a,2,2,0,4,yes,11,no,12.5,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,51,121,2601,16,121,4,1.7777778999999998,1.0,156.25,2601,Non Vulnerable
ID_2b18437dd,ID_2b18437dd,0.0,0,4,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,7,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,62a87717a,2,2,0,4,yes,11,no,12.5,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,14,49,196,16,121,4,1.7777778999999998,1.0,156.25,196,Non Vulnerable
ID_4c56f7b33,ID_4c56f7b33,0.0,0,5,0,1,1,0,0.0,0,0,0,0,2,2,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d4727599d,0,2,0,2,no,no,11,13.0,0,0,0,0,1,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,59,121,3481,4,0,0,0.44444448,0.0,169.0,3481,Vulnerable
ID_595c3a84e,ID_595c3a84e,0.0,0,5,0,1,1,0,0.0,0,0,0,0,2,2,0,2,2,2,2,15,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,d4727599d,0,2,0,2,no,no,11,13.0,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,25,225,625,4,0,0,0.44444448,0.0,169.0,625,Vulnerable
ID_19abbe40f,ID_19abbe40f,0.0,0,4,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,0,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01d2e2b0b,2,1,0,3,2,no,6,6.0,1,0,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,9,9,0,4,2.25,4.0,36.0,9,Extreme Poverty
ID_2a0c11fb2,ID_2a0c11fb2,0.0,0,4,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,8,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,01d2e2b0b,2,1,0,3,2,no,6,6.0,0,0,0,0,0,1,0,0,0,2,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14,64,196,9,0,4,2.25,4.0,36.0,196,Extreme Poverty
ID_3a7e757d3,ID_3a7e757d3,0.0,0,4,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,6,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,01d2e2b0b,2,1,0,3,2,no,6,6.0,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,43,36,1849,9,0,4,2.25,4.0,36.0,1849,Extreme Poverty
ID_ec2d81c2a,ID_ec2d81c2a,0.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9e94445e0,0,3,2,3,2,no,6,2.0,1,0,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,44,0,1936,9,0,0,2.25,4.0,4.0,1936,Moderate Poverty
ID_4376f9490,ID_4376f9490,0.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9e94445e0,0,3,2,3,2,no,6,2.0,1,0,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,80,0,6400,9,0,0,2.25,4.0,4.0,6400,Moderate Poverty
ID_0bdf26444,ID_0bdf26444,0.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9e94445e0,0,3,2,3,2,no,6,2.0,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75,36,5625,9,0,0,2.25,4.0,4.0,5625,Moderate Poverty
ID_83c9e43f9,ID_83c9e43f9,0.0,0,4,1,1,1,0,0.0,2,3,5,1,3,4,3,6,9,9,9,6,0.0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9d70c1551,3,6,3,9,2,3,no,5.8333335,0,0,1,0,0,0,0,0,0,3,3.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,68,36,4624,81,9,9,9.0,4.0,34.027778999999995,4624,Extreme Poverty
ID_2351a6f79,ID_2351a6f79,0.0,0,4,1,1,1,0,0.0,2,3,5,1,3,4,3,6,9,9,9,8,0.0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9d70c1551,3,6,3,9,2,3,no,5.8333335,0,0,0,1,0,0,0,0,0,3,3.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,28,64,784,81,9,9,9.0,4.0,34.027778999999995,784,Extreme Poverty
ID_1c6967a42,ID_1c6967a42,0.0,0,4,1,1,1,0,0.0,2,3,5,1,3,4,3,6,9,9,9,6,0.0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9d70c1551,3,6,3,9,2,3,no,5.8333335,0,0,1,0,0,0,0,0,0,3,3.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,65,36,4225,81,9,9,9.0,4.0,34.027778999999995,4225,Extreme Poverty
